brand,price,rating,RAM_GB,ROM_GB,Expandable_GB,Rear_MP,Battery_mAh
SAMSUNG,12995,4.1,4.0,128.0,0.0,50.0,5000.0
HOTLINE,890,3.9,,,0.0,3.0,3000.0
INFINIX,19499,4.4,8.0,128.0,0.0,64.0,5500.0
REDMI,12224,4.2,8.0,128.0,0.0,13.0,5030.0
SAMSUNG,21390,4.3,8.0,128.0,0.0,50.0,5000.0
REALME,20355,4.5,8.0,256.0,0.0,50.0,6000.0
KARBONN,1242,4.2,,,0.0,5.0,1750.0
OPPO,29999,4.5,8.0,256.0,0.0,50.0,7000.0
VIVO,26980,4.4,8.0,256.0,0.0,50.0,5600.0
VIVO,18499,4.4,8.0,128.0,0.0,50.0,5000.0
REDMI,8372,4.1,6.0,128.0,1024.0,8.0,5000.0
SAMSUNG,17499,4.2,8.0,128.0,2048.0,50.0,5000.0
VIVO,40999,4.5,12.0,256.0,0.0,50.0,6500.0
MOTOROLA,1449,4.0,,,0.0,0.0,800.0
IQOO,26294,4.4,12.0,256.0,0.0,50.0,7300.0
VIVO,20499,4.4,8.0,256.0,0.0,50.0,5000.0
ITEL,945,4.0,,,0.0,,
ONEPLUS,79989,4.8,16.0,512.0,0.0,50.0,7300.0
REDMI,23149,4.4,8.0,256.0,0.0,50.0,5500.0
ITEL,1296,4.1,,,0.0,,12.0
ITEL,978,4.1,,,0.0,3.0,1200.0
SAMSUNG,19699,4.2,,256.0,0.0,50.0,5000.0
POCO,20999,4.3,8.0,256.0,0.0,50.0,5000.0
SAMSUNG,15895,4.2,8.0,128.0,0.0,50.0,5000.0
CAUL,1650,3.8,,,0.0,2.0,1000.0
VIVO,45999,4.4,16.0,512.0,0.0,50.0,6500.0
VIVO,24999,4.5,8.0,256.0,0.0,50.0,5500.0
REALME,24999,4.3,8.0,256.0,0.0,50.0,7000.0
KECHAODA,930,4.0,,,0.0,0.0,800.0
REALME,12394,4.2,6.0,128.0,0.0,50.0,6000.0
LAVA,8989,4.0,4.0,128.0,0.0,50.0,5000.0
NOKIA,3989,3.6,,,0.0,2.0,1450.0
SAMSUNG,22290,4.4,8.0,128.0,0.0,50.0,5000.0
INFINIX,17999,4.4,8.0,128.0,0.0,64.0,5500.0
LAVA,7499,4.1,4.0,64.0,0.0,50.0,5000.0
LAVA,19049,3.9,8.0,128.0,0.0,50.0,5000.0
VIVO,36999,4.5,8.0,128.0,0.0,50.0,6500.0
REALME,12499,4.2,6.0,128.0,0.0,50.0,6000.0
LAVA,6727,4.0,4.0,64.0,0.0,50.0,5000.0
OPPO,11989,4.1,4.0,64.0,1024.0,8.0,5100.0
MOTOROLA,10999,4.3,4.0,128.0,1024.0,50.0,5000.0
G'FIVE,599,3.8,,,0.0,3.0,3000.0
REALME,19999,4.4,8.0,256.0,0.0,50.0,6000.0
REALME,23999,4.4,12.0,256.0,0.0,50.0,6000.0
REALME,21999,4.4,8.0,256.0,0.0,50.0,6000.0
TECNO,17999,4.3,8.0,128.0,0.0,64.0,5500.0
LAVA,940,4.1,,,0.0,,
SAMSUNG,19999,4.2,8.0,256.0,0.0,50.0,5000.0
OPPO,17999,4.3,8.0,128.0,0.0,50.0,5000.0
HOTLINE,499,3.5,,,0.0,2.0,1050.0
LAVA,16846,3.8,6.0,128.0,0.0,64.0,5000.0
ONEPLUS,72966,4.4,12.0,256.0,0.0,50.0,7300.0
KECHAODA,1290,4.0,,,0.0,3.0,1700.0
SAMSUNG,119999,4.6,12.0,256.0,0.0,200.0,5000.0
ITEL,999,4.1,,,0.0,3.0,1200.0
GOOGLE,43999,4.3,6.0,128.0,0.0,2.0,4410.0
LAVA,1139,4.2,,,0.0,2.0,1750.0
TECNO,15999,4.4,6.0,128.0,0.0,64.0,5500.0
REALME,38479,4.3,12.0,256.0,0.0,50.0,7000.0
REALME,26999,4.2,12.0,256.0,0.0,50.0,7000.0
OPPO,44999,4.5,12.0,512.0,0.0,50.0,6000.0
REALME,8499,4.3,4.0,64.0,2048.0,50.0,5000.0
KARBONN,1299,4.0,,,0.0,3.0,1800.0
MOTOROLA,12998,4.2,4.0,128.0,0.0,50.0,5000.0
ONEPLUS,72890,4.4,12.0,256.0,0.0,50.0,7300.0
JIO,779,3.8,,,0.0,3.0,1000.0
REALME,18999,4.4,8.0,128.0,0.0,50.0,6000.0
REALME,8999,4.3,4.0,128.0,2048.0,50.0,5000.0
SAMSUNG,16734,3.9,8.0,128.0,0.0,50.0,5000.0
OPPO,27999,4.4,8.0,256.0,0.0,64.0,5000.0
ONEPLUS,72700,4.4,12.0,256.0,0.0,50.0,7300.0
OPPO,23999,4.4,8.0,256.0,0.0,50.0,6500.0
KECHAODA,989,4.0,,,0.0,3.0,800.0
TECNO,11489,4.1,4.0,64.0,1024.0,48.0,5000.0
INFINIX,6699,4.1,3.0,64.0,1024.0,13.0,5000.0
CMF,15999,4.4,6.0,128.0,2048.0,50.0,5000.0
REALME,14984,4.3,6.0,128.0,0.0,50.0,5000.0
SAMSUNG,11499,4.2,4.0,128.0,1024.0,50.0,5000.0
REDMI,26990,4.3,12.0,256.0,0.0,200.0,5000.0
HMD,1499,3.8,,,0.0,,6531.0
SAMSUNG,19499,4.3,8.0,128.0,0.0,50.0,6000.0
SAMSUNG,19999,4.2,6.0,128.0,1024.0,50.0,6000.0
REALME,14370,4.3,6.0,128.0,0.0,50.0,5000.0
SAMSUNG,7574,4.6,4.0,64.0,2048.0,50.0,5000.0
REDMI,15540,4.3,6.0,128.0,0.0,50.0,5110.0
REALME,11990,4.2,4.0,128.0,2048.0,32.0,6000.0
APPLE,59999,4.6,,,0.0,48.0,16.0
LAVA,7746,4.1,4.0,64.0,0.0,13.0,5000.0
OPPO,26999,4.3,8.0,256.0,0.0,50.0,7000.0
SAMSUNG,13318,4.2,6.0,128.0,0.0,50.0,5000.0
LAVA,1009,3.9,,,0.0,0.0,1000.0
VIVO,18999,4.4,8.0,256.0,0.0,50.0,6500.0
VIVO,20999,4.3,8.0,256.0,0.0,50.0,6500.0
REDMI,15377,4.3,6.0,128.0,0.0,50.0,5110.0
FONEME,790,3.5,,,0.0,3.0,800.0
VIVO,23747,4.4,8.0,128.0,0.0,50.0,5600.0
REDMI,27378,4.4,8.0,256.0,0.0,50.0,6200.0
VIVO,20999,4.4,8.0,128.0,2048.0,50.0,5000.0
CMF,17999,4.4,8.0,128.0,2048.0,50.0,5000.0
CMF,15999,4.4,6.0,128.0,1024.0,50.0,5000.0
SAMSUNG,89999,4.7,12.0,256.0,0.0,200.0,3900.0
OPPO,34998,4.4,12.0,256.0,0.0,50.0,4600.0
REALME,21591,4.4,12.0,256.0,0.0,50.0,5000.0
OPPO,41999,4.5,12.0,256.0,0.0,50.0,6000.0
SAMSUNG,19990,4.4,6.0,128.0,0.0,50.0,6000.0
OPPO,23997,4.4,8.0,128.0,0.0,64.0,5000.0
SAMSUNG,16499,4.2,8.0,128.0,0.0,50.0,5000.0
SAMSUNG,16673,4.1,8.0,128.0,0.0,50.0,5000.0
MOTOROLA,6999,4.1,4.0,64.0,1024.0,13.0,5000.0
INFINIX,19999,4.4,8.0,256.0,0.0,64.0,5500.0
REDMI,22499,4.2,8.0,128.0,0.0,50.0,5000.0
VIVO,18999,4.3,8.0,128.0,0.0,50.0,6500.0
ONEPLUS,80999,4.8,16.0,512.0,0.0,50.0,7300.0
TECNO,11999,4.3,6.0,128.0,1024.0,108.0,5000.0
AMOZKART,1999,4.0,,,0.0,2.0,1800.0
OPPO,18899,4.4,8.0,128.0,0.0,50.0,6500.0
HMD,1287,3.8,,,0.0,,6531.0
SAMSUNG,16499,3.9,8.0,128.0,0.0,50.0,5000.0
SAMSUNG,17995,4.2,6.0,128.0,0.0,50.0,5000.0
MOTOROLA,7599,4.1,4.0,64.0,1024.0,13.0,5000.0
OPPO,32947,4.4,8.0,256.0,0.0,50.0,5600.0
INFINIX,11499,4.3,6.0,128.0,0.0,50.0,5200.0
APPLE,109900,4.7,,,0.0,48.0,18.0
SAMSUNG,7237,4.6,4.0,64.0,2048.0,50.0,5000.0
VIVO,24999,4.3,8.0,256.0,0.0,50.0,6000.0
SAMSUNG,7454,4.6,4.0,64.0,2048.0,50.0,5000.0
VIVO,19739,4.4,8.0,128.0,2048.0,50.0,5000.0
LAVA,12890,4.4,6.0,128.0,0.0,50.0,5000.0
SAMSUNG,17499,4.3,8.0,128.0,0.0,50.0,5000.0
MOTOROLA,27999,4.4,8.0,256.0,0.0,50.0,4500.0
LAVA,7975,4.1,4.0,64.0,0.0,13.0,5000.0
TECNO,12999,4.3,8.0,128.0,1024.0,48.0,5000.0
REALME,41999,4.4,12.0,512.0,0.0,50.0,7000.0
REALME,37999,4.4,12.0,256.0,0.0,50.0,7000.0
